Munkidori,1,Pokémon,TWM,95
Dreepy,4,Pokémon,TWM,128
Iron Thorns ex,3,Pokémon,TWM,77
Toedscool,1,Pokémon,OBF,118
Toedscruel,1,Pokémon,PAR,17
Dragapult ex,2,Pokémon,TWM,130
Radiant Alakazam,1,Pokémon,SIT,59
Drakloak,4,Pokémon,TWM,129
Kieran,1,Supporter,,
Iono,2,Supporter,,
Arven,4,Supporter,,
Professor Turo's Scenario,1,Supporter,,
Boss's Orders,2,Supporter,
Crispin,4,Supporter,,
Counter Catcher,1,Item,,
Precious Trolley - ACESPEC,1,Item,,
Pokegear 3.0,2,Item,,
Switch,1,Item,,
Night Stretcher,1,Item,,
Rescue Board,1,Item,,
Pal Pad,1,Item,,
Nest Ball,1,Item,,
Ultra Ball,2,Item,,
Earthen Vessel,1,Item,,
Super Rod,1,Item,,
Lost Vacuum,1,Item,,
Buddy-Buddy Poffin,1,Item,,
Technical Machine: Evolution,2,Tool,,
Future Booster Energy Capsule,1,Tool,,
Basic Fire Energy,3,Energy,,
Basic Lightning Energy,3,Energy,,
Basic Darkness Energy,1,Energy,,
Basic Psychic Energy,4,Energy,,
